state,i_urban,age,i_asian,i_black,i_hispanic,i_indigenous,i_white,i_female,i_male,i_grad_college,i_married,personal_income,i_foodstamps,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting
CA,1,28,0,0,0,0,1,1,0,0,1,4,0,1,1,572,599,25
CA,1,29,0,0,1,0,1,0,1,0,0,2.5,0,1,1,392,409,15
CA,1,25,0,0,1,0,1,0,1,0,0,5.3,0,1,1,362,424,60
CA,1,52,0,0,1,0,0,0,1,0,0,9,0,1,1,392,424,30
CA,1,46,0,0,1,0,0,0,1,0,1,12,0,1,1,362,384,20
CA,1,30,0,0,1,0,1,0,1,1,0,1.9,0,1,1,467,474,5
CA,1,62,0,0,0,0,1,0,1,1,1,5.2,0,1,1,422,514,90
CA,1,28,0,0,0,0,1,0,1,1,0,0.402,0,1,1,302,339,35
CA,1,31,0,0,0,0,1,0,1,0,0,4.8,0,1,0,302,334,30
CA,1,37,0,0,0,0,1,0,1,1,1,2,0,1,1,532,554,20
CA,1,45,0,0,0,0,1,1,0,1,1,4.2,0,1,1,542,549,8
CA,1,48,0,0,0,0,1,1,0,0,1,0.3,0,1,1,482,489,8
CA,1,55,0,0,0,0,1,0,1,1,1,10,0,1,1,542,604,60
CA,1,36,1,0,0,0,0,1,0,0,0,2.7,0,1,1,815,844,30
CA,1,33,0,0,0,0,1,0,1,1,0,4.8,0,1,1,542,549,5
CA,1,57,0,0,0,0,1,1,0,1,0,8.5,0,1,1,392,424,30
CA,1,47,0,0,1,0,1,1,0,0,1,1.3,0,1,1,542,604,60
CA,1,52,0,0,1,0,0,1,0,1,1,3.3,0,1,1,437,484,45
CA,1,38,0,0,0,0,1,0,1,0,0,5,0,0,1,522,544,20
CA,1,53,0,0,1,0,1,0,1,0,1,2.4,0,1,1,422,469,45
CA,1,39,0,0,1,0,1,0,1,0,1,2.6,0,1,1,322,389,65
CA,1,29,0,0,1,0,0,1,0,0,0,8.9,0,1,1,422,454,30
CA,1,53,0,0,0,0,1,0,1,1,1,58,0,1,1,422,469,45
CA,1,35,1,0,0,0,0,1,0,1,1,10.1,0,1,1,482,489,5
CA,1,62,0,0,0,0,1,0,1,1,0,18.595,0,1,1,512,529,15
CA,1,28,1,0,0,0,0,0,1,0,0,1.5,0,1,1,482,524,40
CA,1,37,0,0,1,0,0,0,1,0,1,1.15,0,1,1,362,409,45
CA,1,23,0,0,1,0,0,1,0,0,0,1,0,1,1,635,654,20
CA,1,48,0,0,0,1,0,0,1,1,1,7.2,0,1,1,695,724,30
CA,1,31,1,0,0,0,0,1,0,1,1,7.5,0,1,1,542,554,10
CA,1,67,0,0,0,0,1,0,1,1,1,8.8,0,1,1,362,409,45
CA,1,39,0,0,1,0,0,1,0,0,1,2.8,0,1,1,402,464,60
CA,1,18,0,0,1,0,1,1,0,0,0,0.26,1,1,1,1395,1404,20
CA,1,39,1,0,0,0,0,0,1,0,1,4.5,0,1,1,392,419,25
CA,1,55,1,0,0,0,0,0,1,0,1,6.37,0,1,1,452,474,20
CA,1,58,0,0,1,0,1,0,1,0,0,3,0,1,1,362,404,40
CA,1,31,0,0,1,0,0,1,0,0,0,2.9,0,1,1,665,689,25
CA,1,25,0,0,0,0,1,0,1,0,0,1.2,0,1,1,1265,1299,35
CA,1,25,0,0,1,0,1,0,1,0,0,2.4,0,1,1,572,589,15
CA,1,55,0,0,0,0,1,0,1,1,1,22.45,0,1,1,437,474,32
CA,1,36,0,0,0,0,1,1,0,1,1,9,0,1,1,452,479,25
CA,1,59,0,0,1,0,1,1,0,1,1,9,0,1,1,437,504,65
CA,1,47,0,0,0,0,1,1,0,0,1,2,0,1,1,512,529,15
CA,1,48,0,0,1,0,1,0,1,0,1,3,0,0,1,392,424,30
CA,1,66,0,0,0,0,1,1,0,0,0,5.25,0,1,1,452,474,20
CA,1,54,0,0,1,0,0,1,0,0,1,2.3,0,1,1,362,404,40
CA,1,46,0,0,1,0,1,0,1,0,1,3,0,0,1,362,394,30
CA,1,30,0,0,0,0,1,0,1,0,0,2.23,0,1,1,527,539,10
CA,1,50,0,0,1,1,0,0,1,0,0,3.98,0,1,1,437,479,40
CA,1,28,0,0,1,0,1,1,0,0,0,4.5,0,1,1,645,664,15
CA,1,23,0,0,1,0,1,0,1,0,0,3,0,0,1,245,249,5
CA,1,36,0,0,1,0,1,0,1,0,1,2,0,0,0,362,379,17
CA,1,26,0,0,1,0,0,0,1,0,0,2,1,1,1,422,494,70
CA,1,19,0,0,1,0,0,1,0,0,0,0.9,0,1,1,905,934,30
CA,1,22,0,0,1,0,1,0,1,1,0,0.12,0,1,1,477,484,2
CA,1,57,0,0,1,0,1,1,0,0,1,2.5,0,1,0,605,634,30
CA,1,38,1,0,0,0,0,1,0,1,1,1.21,0,1,1,302,344,40
CA,1,62,1,0,0,0,0,0,1,1,1,4.66,0,1,1,452,494,40
CA,1,63,1,0,0,0,0,0,1,1,1,5,0,1,1,377,419,40
CA,1,53,0,0,0,0,1,0,1,1,0,3.33,0,1,1,512,544,30
CA,1,53,1,0,0,0,0,1,0,0,1,7.5,0,1,1,422,444,20
CA,1,49,0,0,1,0,1,1,0,1,0,9,0,1,1,487,564,75
CA,1,63,0,0,0,0,1,0,1,1,1,91.8,0,1,1,482,504,20
CA,1,38,0,0,1,0,0,1,0,0,0,1.8,0,1,1,725,754,30
CA,1,27,0,0,1,0,0,0,1,0,0,3.8,0,0,1,482,514,30
CA,1,49,0,0,1,0,1,1,0,1,1,0.72,0,1,1,482,519,35
CA,1,36,1,0,0,0,0,0,1,1,1,11.2,0,1,1,502,524,20
CA,1,45,0,0,1,0,0,1,0,0,0,2,0,1,1,362,424,60
CA,1,24,0,0,1,0,0,1,0,0,0,2.13,0,1,1,542,574,30
CA,1,29,1,0,1,0,0,1,0,1,0,6,0,1,1,512,589,75
CA,1,69,0,0,0,0,1,0,1,0,1,8.27,0,1,1,362,404,40
CA,1,32,0,0,0,0,1,1,0,0,0,2.05,0,1,1,925,969,45
CA,1,69,1,0,0,0,0,0,1,1,0,11.08,0,1,1,432,449,15
CA,1,34,0,0,1,0,1,0,1,0,1,2.56,1,1,1,265,279,15
CA,1,18,0,0,1,0,1,0,1,0,0,0.18,1,1,1,845,874,30
CA,1,34,0,0,0,0,1,0,1,1,0,1.6,0,1,1,845,889,45
CA,1,45,0,0,1,0,1,0,1,1,1,15,0,1,1,332,454,141
CA,1,22,0,0,1,0,0,0,1,0,0,3,0,1,1,135,254,141
CA,1,58,1,0,0,0,0,1,0,0,1,4.1,0,1,1,362,384,20
CA,1,35,1,0,0,0,0,0,1,1,1,56.82,0,1,1,482,534,50
CA,1,53,0,0,1,0,1,0,1,0,0,2.4,0,0,1,362,394,30
CA,1,38,0,0,1,0,0,1,0,0,0,4,1,1,1,362,384,20
CA,1,44,0,0,1,0,0,1,0,1,1,14.5,0,1,1,482,499,15
CA,1,60,0,0,0,0,1,0,1,0,1,12,0,1,1,362,409,45
CA,1,39,0,0,0,0,1,0,1,1,0,13,0,1,1,362,454,90
CA,1,59,0,0,0,0,1,0,1,1,1,56.5,0,1,1,362,484,141
CA,1,23,1,0,0,0,0,0,1,0,0,1.2,0,1,1,362,384,20
CA,1,48,0,0,0,0,1,1,0,1,1,9,0,1,1,437,459,20
CA,1,45,0,0,1,0,0,1,0,0,0,1.53,0,0,1,382,474,90
CA,1,51,0,0,1,0,0,1,0,0,0,4,0,1,1,392,434,40
CA,1,32,0,0,1,0,0,0,1,0,0,3.5,0,1,1,302,319,15
CA,1,28,1,0,0,0,0,0,1,1,0,8.08,0,1,1,452,484,30
CA,1,24,0,0,1,0,1,1,0,0,0,0.049,0,1,1,512,574,60
CA,1,23,0,0,1,0,1,1,0,1,0,1.3,1,0,1,695,714,20
CA,1,65,0,0,1,0,0,0,1,0,0,3.5,0,1,1,725,754,30
CA,1,33,0,0,0,0,1,0,1,0,1,4,1,1,1,185,209,20
CA,1,50,1,0,0,0,0,0,1,0,1,58.5,0,1,1,452,484,30
CA,1,56,0,0,1,0,1,0,1,0,1,3.9,0,1,1,497,514,15
CA,1,40,0,0,0,0,1,0,1,0,1,4.4,0,1,1,482,539,55
CA,1,46,0,1,1,0,0,1,0,0,0,3.8,0,1,1,502,514,10
CA,1,24,1,0,0,0,0,1,0,1,0,4.2,0,1,1,392,454,60
CA,1,59,0,0,1,0,0,0,1,0,1,5.4,0,1,1,482,544,60
CA,1,66,0,1,0,0,0,0,1,0,0,12,0,1,1,392,409,15
CA,1,64,0,0,0,0,1,1,0,0,0,1.92,0,1,1,935,954,20
CA,1,27,0,0,1,0,1,1,0,0,0,8.2,0,1,1,1055,1119,65
CA,1,33,0,0,1,0,1,1,0,1,0,4.1,0,1,1,452,499,45
CA,1,29,0,0,1,0,1,0,1,0,0,2.5,1,1,1,725,784,60
CA,1,68,1,0,0,0,0,0,1,1,1,2.3,1,1,1,362,424,60
CA,1,60,1,0,0,0,0,1,0,0,0,3.24,0,1,1,392,454,60
CA,1,36,0,0,1,0,0,0,1,0,0,4.2,0,1,1,332,334,2
CA,1,64,0,0,1,0,1,0,1,0,0,4.5,0,1,0,785,829,45
CA,1,32,0,0,1,0,1,0,1,1,0,4.8,0,1,1,482,544,60
CA,1,16,0,0,1,0,1,1,0,0,0,0.2,1,0,1,437,484,45
CA,1,51,0,0,1,0,1,0,1,1,1,9,0,1,1,467,504,35
CA,1,36,0,0,1,0,0,0,1,0,0,7,0,1,1,482,499,15
CA,1,56,0,1,0,0,0,0,1,0,1,4,0,1,0,422,484,60
CA,1,29,0,0,0,0,1,0,1,1,1,8.5,0,1,1,452,489,38
CA,1,25,0,0,1,0,1,1,0,1,0,4.8,0,1,1,502,539,35
CA,1,66,0,0,0,0,1,1,0,0,0,2.5,0,1,1,452,469,15
CA,1,29,0,0,1,0,1,0,1,0,1,2.6,0,0,1,422,484,60
CA,1,68,0,0,0,0,1,0,1,1,1,56.72,0,1,1,377,394,18
CA,1,48,0,0,1,0,0,1,0,0,1,1.17,0,1,1,605,634,30
CA,1,45,0,0,0,0,1,1,0,0,1,3.5,0,1,1,342,354,10
CA,1,63,0,0,1,0,1,0,1,0,1,4.309,0,1,1,245,289,45
CA,1,62,0,0,1,0,0,0,1,0,1,2.5,0,0,1,275,304,30
CA,1,29,0,0,0,0,0,0,1,1,0,4.03,0,1,1,965,1024,60
CA,1,25,0,0,0,0,0,1,0,0,0,0.1,0,1,1,542,554,10
CA,1,57,0,0,1,0,1,0,1,0,1,3.77,0,1,1,815,834,15
CA,1,40,0,0,1,0,1,1,0,1,0,6.5,0,1,1,512,534,20
CA,1,27,0,0,0,0,1,0,1,0,0,8.4,0,1,1,482,489,7
CA,1,56,0,0,0,0,1,0,1,1,1,13.5,0,1,1,332,369,35
CA,1,28,1,0,0,0,0,1,0,1,0,9.7,0,1,1,527,539,10
CA,1,41,0,0,0,0,1,1,0,1,0,9.25,0,1,1,477,524,47
CA,1,32,0,0,0,0,1,0,1,1,1,7.537,0,1,1,965,1024,60
CA,1,54,1,0,0,0,0,1,0,1,0,10,0,1,1,402,434,30
CA,1,48,0,0,0,0,1,0,1,0,0,7.15,1,1,1,452,504,50
CA,1,45,0,0,1,0,1,1,0,0,1,10,0,1,1,452,514,60
CA,1,19,0,0,1,0,1,1,0,0,0,0.4,0,1,1,885,899,10
CA,1,52,0,1,0,0,0,0,1,0,0,4.8,0,0,1,407,454,45
CA,1,46,1,0,0,0,0,1,0,1,1,23,0,1,1,472,494,20
CA,1,42,0,0,1,0,1,1,0,1,1,10,0,1,1,245,264,20
CA,1,18,0,0,1,0,0,1,0,0,0,1.29,1,1,1,422,444,20
CA,1,60,0,0,0,0,1,0,1,1,0,2,0,1,1,452,514,60
CA,1,28,0,0,1,0,1,1,0,0,0,2.4,0,1,1,312,364,50
CA,1,20,0,0,1,0,0,0,1,0,0,1.04,1,1,1,885,889,2
CA,1,60,1,0,0,0,0,0,1,0,1,7.1,0,1,1,452,514,60
CA,1,29,0,0,0,0,1,1,0,1,0,12,0,1,1,587,594,5
CA,1,48,0,0,0,0,1,1,0,0,1,1.331,0,1,1,422,439,15
CA,1,58,0,0,1,0,1,0,1,0,0,1.5,0,1,1,317,334,15
CA,1,54,0,0,1,0,1,0,1,0,1,9,0,1,1,332,394,60
CA,1,53,1,0,0,0,0,1,0,1,1,9.2,0,1,1,572,574,3
CA,1,75,0,0,0,0,1,0,1,0,1,6.8,0,1,1,422,444,20
CA,1,34,0,0,0,0,1,0,1,1,0,7.6,0,1,1,605,664,60
CA,1,36,0,0,0,0,0,0,1,1,1,3.6,0,1,1,592,594,3
CA,1,24,0,0,1,0,0,1,0,0,0,1.67,0,1,1,392,464,70
CA,1,33,0,0,1,0,0,0,1,0,0,3,0,1,1,352,384,30
CA,1,57,0,0,0,0,1,1,0,1,0,5.8,0,1,1,347,424,75
CA,1,27,0,0,1,1,0,1,0,1,0,4,0,1,1,462,484,20
CA,1,22,0,0,0,0,1,0,1,1,0,3.7,0,0,1,412,469,59
CA,1,59,1,0,0,0,0,1,0,0,0,2.5,0,1,1,422,524,100
CA,1,69,0,0,0,0,1,0,1,1,0,22.27,0,1,1,392,424,30
CA,1,46,0,0,0,0,1,1,0,1,1,1,0,1,1,482,514,30
CA,1,61,0,0,0,0,1,0,1,0,1,0.295,0,1,1,302,319,15
CA,1,47,0,0,0,0,1,0,1,1,1,6.6,0,1,1,407,454,45
CA,1,32,0,0,1,0,0,1,0,0,1,2.88,0,1,1,542,589,45
CA,1,28,0,1,0,0,0,0,1,0,0,1.16,0,0,1,185,244,60
CA,1,24,0,0,1,0,1,0,1,0,0,6,0,1,1,542,574,30
CA,1,58,0,0,0,0,1,1,0,0,0,14.37,0,1,1,452,474,20
CA,1,67,0,0,0,0,1,0,1,0,1,5.2,0,1,0,482,499,15
CA,1,21,0,0,1,0,0,0,1,0,0,6.2,0,0,1,482,514,30
CA,1,23,0,0,0,0,1,1,0,1,0,3.75,0,1,1,412,434,20
CA,1,33,1,0,0,0,0,1,0,1,1,3.3,0,1,1,845,864,20
CA,1,41,0,0,0,0,1,0,1,1,0,3.5,0,1,1,332,394,60
CA,1,19,0,0,1,0,0,0,1,0,0,0.82,0,1,1,392,394,1
CA,1,29,0,0,1,0,1,0,1,1,1,11,0,1,1,392,424,30
CA,1,42,0,0,0,0,1,0,1,1,0,30.01,0,1,1,422,454,30
CA,1,42,0,0,0,0,1,1,0,1,1,8,0,1,1,572,579,6
CA,1,48,1,0,0,0,0,0,1,1,1,16.5,0,1,1,482,494,10
CA,1,49,1,0,0,0,0,1,0,1,1,8,0,1,1,422,439,15
CA,1,47,1,0,0,0,0,0,1,1,1,1.7,1,1,1,542,549,5
CA,1,21,1,0,0,0,0,1,0,1,0,1.8,0,1,1,785,799,15
CA,1,21,0,0,1,0,0,1,0,0,0,0.7,0,1,1,467,474,5
CA,1,50,0,0,0,0,1,0,1,1,1,12,0,1,1,1055,1069,15
CA,1,37,0,0,0,0,1,0,1,0,1,6.22,0,1,1,875,879,8
CA,1,28,0,0,1,0,0,1,0,0,0,1.3,1,1,1,512,519,5
CA,1,46,0,0,1,0,1,1,0,0,0,0.77,0,1,1,295,304,5
CA,1,62,0,0,1,0,1,0,1,0,1,6.5,1,1,1,382,409,25
CA,1,19,0,0,0,0,1,0,1,0,0,0.65,0,1,1,705,719,10
CA,1,62,0,0,0,0,1,1,0,0,1,8,0,1,1,452,474,20
CA,1,51,0,0,1,0,0,1,0,0,1,3.2,0,1,1,245,274,30
CA,1,44,0,0,0,0,1,0,1,1,1,8,0,1,1,392,414,20
CA,1,39,0,0,0,0,1,1,0,0,0,5.4,0,1,1,482,509,25
CA,1,63,0,0,1,0,1,0,1,0,0,3.8,0,1,1,392,409,15
CA,1,43,1,0,0,0,0,0,1,1,1,13.5,0,1,1,452,494,40
CA,1,43,0,0,0,0,1,0,1,1,1,30,0,1,1,422,449,25
CA,1,40,1,0,0,0,0,1,0,1,1,11.58,0,1,1,437,469,30
CA,1,75,0,0,1,0,1,1,0,0,1,15.33,0,1,1,482,509,25
CA,1,22,1,0,0,0,0,1,0,0,0,1.69,0,1,1,522,539,15
CA,1,52,0,0,0,0,1,0,1,0,1,6.5,0,0,1,422,444,20
CA,1,23,0,0,0,0,1,1,0,1,0,3,0,1,1,422,469,45
CA,1,45,0,0,0,0,1,1,0,1,0,4,0,1,1,407,439,30
CA,1,47,0,0,0,0,1,1,0,1,1,5.5,0,1,1,302,334,30
CA,1,24,0,0,1,0,1,0,1,0,0,1.68,0,1,1,512,549,35
CA,1,32,1,0,0,0,0,0,1,1,0,2.5,0,0,1,482,514,30
CA,1,63,0,0,1,0,1,0,1,1,0,21.4,0,1,1,482,524,40
CA,1,18,0,0,0,0,1,1,0,0,0,0.5,0,1,1,965,979,15
CA,1,66,0,0,0,0,1,1,0,1,0,11.2,0,1,1,467,489,20
CA,1,22,0,0,1,0,0,0,1,0,0,2.25,0,0,1,542,559,15
CA,1,49,0,0,1,0,0,0,1,0,1,1.92,0,1,1,392,419,25
CA,1,53,0,0,0,0,1,1,0,1,0,6.5,0,1,1,512,529,15
CA,1,26,0,0,0,0,1,1,0,0,0,4,0,1,1,422,459,35
CA,1,58,1,0,0,0,0,1,0,0,1,3.17,0,1,1,605,614,10
CA,1,37,0,0,1,0,0,0,1,0,0,2,1,1,1,935,949,15
CA,1,47,0,0,0,0,1,1,0,0,0,4,0,1,1,527,539,10
CA,1,35,1,0,0,0,0,0,1,1,0,9.2,0,1,1,497,559,60
CA,1,22,0,1,0,0,0,0,1,0,0,2.18,0,1,1,482,504,20
CA,1,50,0,0,0,0,1,0,1,1,0,7.5,0,1,1,482,504,20
CA,1,59,1,0,0,0,0,1,0,1,1,6,0,1,1,362,424,60
CA,1,53,1,0,0,0,0,0,1,1,1,5.9,0,1,1,422,454,30
CA,1,48,1,0,0,0,0,0,1,0,1,6.9,0,1,1,392,424,30
CA,1,34,0,0,0,0,1,1,0,1,0,8,0,1,1,482,489,7
CA,1,34,1,0,0,0,0,1,0,1,1,6.5,0,1,1,467,484,15
CA,1,53,0,0,1,0,1,1,0,0,1,3,0,1,1,452,469,15
CA,1,56,0,0,0,0,1,0,1,1,1,5,0,1,1,665,689,25
CA,1,48,1,0,0,0,0,1,0,1,0,12.9,0,1,1,512,534,20
CA,1,50,0,0,1,0,0,0,1,0,0,6.5,0,1,1,392,424,30
CA,1,28,0,0,1,0,1,0,1,1,1,3,0,1,1,422,444,20
CA,1,52,1,0,0,0,0,1,0,0,1,1.2,0,1,1,422,454,30
CA,1,36,0,0,1,0,1,0,1,0,0,0.06,0,0,1,482,514,30
CA,1,58,0,0,1,0,1,1,0,0,1,6.5,0,1,1,1265,1294,30
CA,1,39,0,0,1,0,1,1,0,1,1,8,0,1,1,332,349,15
CA,1,58,0,0,0,0,1,1,0,1,1,11.2,0,1,1,422,464,40
CA,1,35,0,0,1,0,1,1,0,0,0,2.5,0,1,1,377,409,30
CA,1,53,1,0,0,0,0,1,0,0,1,0.89,0,1,1,302,364,60
CA,1,49,0,0,0,0,1,0,1,1,1,12,0,1,1,317,339,20
CA,1,30,0,0,1,0,1,1,0,0,1,2.3,0,1,1,542,574,30
CA,1,46,0,0,0,0,1,0,1,1,1,24.005,0,1,1,422,499,75
CA,1,52,0,0,0,0,1,0,1,1,1,9.5,0,1,1,482,484,1
CA,1,59,0,0,1,0,1,1,0,1,1,0.13,0,1,1,422,424,3
CA,1,45,0,0,0,0,1,1,0,0,1,16.5,0,1,1,482,529,45
CA,1,62,0,1,0,0,0,0,1,1,1,15.15,0,1,1,412,424,10
CA,1,55,0,0,0,0,1,0,1,0,1,18,0,1,1,512,529,15
CA,1,52,1,0,0,0,0,0,1,0,1,4.4,0,1,1,875,894,20
CA,1,73,1,0,0,0,0,0,1,0,1,5.03,0,1,1,775,779,5
CA,1,31,0,0,0,0,1,0,1,0,1,10,0,1,0,382,404,20
CA,1,32,0,0,0,0,1,1,0,0,0,2,0,1,1,407,419,10
CA,1,27,0,0,0,0,1,0,1,0,0,2.8,0,1,1,382,414,30
CA,1,19,0,0,1,0,1,1,0,0,0,0.8,0,1,1,422,464,40
CA,1,45,0,0,0,0,1,1,0,0,0,9.4,0,1,1,482,524,40
CA,1,46,0,0,1,0,0,0,1,0,0,3.5,0,1,1,392,404,10
CA,1,35,0,0,0,0,1,0,1,1,0,7.5,0,1,1,472,504,30
CA,1,25,0,0,0,0,1,0,1,0,1,3,0,1,1,245,364,141
CA,1,57,0,1,0,0,0,1,0,1,1,15.74,0,1,1,482,514,30
CA,1,47,0,0,0,0,1,1,0,0,0,2.4,0,1,1,302,309,5
CA,1,78,0,0,0,0,1,0,1,0,1,4.2,0,1,1,407,424,15
CA,1,23,0,0,1,0,1,0,1,0,0,0.6,0,1,1,587,594,5
CA,1,28,0,0,1,0,0,0,1,1,0,4,0,1,1,482,499,15
CA,1,57,0,0,1,0,0,0,1,0,1,3.08,0,1,1,245,334,90
CA,1,29,0,0,0,0,0,1,0,1,0,9,0,1,1,725,754,30
CA,1,54,0,0,0,0,1,0,1,0,0,5.3,0,1,1,347,429,80
CA,1,39,0,0,1,0,0,0,1,0,1,3.5,0,1,1,332,354,20
CA,1,38,1,0,0,0,0,0,1,1,1,2.2,0,1,1,382,419,35
CA,1,67,0,0,0,0,1,0,1,0,0,2.8,1,1,1,755,769,15
CA,1,34,0,0,1,0,1,1,0,0,1,13.6,0,1,1,452,514,60
CA,1,59,1,0,0,0,0,1,0,1,1,2.6,0,1,1,557,569,10
CA,1,26,0,0,0,0,1,1,0,0,0,3.36,0,1,1,482,489,5
CA,1,34,0,0,1,0,1,0,1,0,1,2.5,0,1,1,245,324,80
CA,1,68,0,0,0,0,1,1,0,0,1,8.22,0,1,1,332,364,30
CA,1,52,1,0,0,0,0,0,1,1,1,10.8,0,1,1,392,394,2
CA,1,38,1,0,0,0,0,1,0,1,0,6.5,0,1,1,332,384,50
CA,1,46,0,0,0,0,1,1,0,0,1,2.47,0,1,1,347,364,15
CA,1,41,0,1,0,0,0,0,1,1,1,2.2,0,1,1,332,364,30
CA,1,49,0,1,0,0,0,1,0,0,0,4,0,1,1,482,504,20
CA,1,62,0,0,0,0,1,1,0,1,1,7,0,1,1,457,479,20
CA,1,70,1,0,0,0,0,0,1,1,1,0.38,0,1,1,965,984,20
CA,1,34,0,0,1,0,0,0,1,0,1,7,0,1,1,462,484,20
CA,1,38,1,0,0,0,0,0,1,1,0,7,0,1,1,422,454,30
CA,1,55,0,0,0,0,0,1,0,0,1,2.4,0,1,1,482,509,25
CA,1,24,0,0,1,0,1,1,0,0,0,2.64,0,1,1,332,344,10
CA,1,58,0,0,0,0,1,0,1,0,1,5.2,0,1,1,302,334,30
CA,1,48,1,0,0,0,0,1,0,1,0,8,0,1,1,542,569,25
CA,1,53,0,0,1,0,0,0,1,0,1,16,0,1,1,452,459,6
CA,1,23,0,0,0,0,1,1,0,0,0,2.2,1,1,1,407,439,30
CA,1,39,0,1,0,0,0,1,0,0,0,10.51,0,1,1,352,364,10
CA,1,33,0,0,0,0,1,1,0,1,1,6.9,0,1,1,462,499,35
CA,1,25,0,0,1,0,1,0,1,0,0,5,0,1,1,382,409,25
CA,1,43,0,1,1,0,0,0,1,1,1,14,0,1,1,542,564,20
CA,1,54,0,0,0,0,0,1,0,0,1,2.3,0,1,1,362,384,20
CA,1,50,1,0,0,0,0,0,1,0,1,2.9,0,1,1,845,874,30
CA,1,20,0,1,0,0,0,1,0,0,0,2,0,1,1,422,484,60
CA,1,24,0,0,0,0,1,0,1,0,0,0.12,0,1,1,542,589,45
CA,1,49,0,0,1,0,1,0,1,0,0,1.6,0,0,1,362,409,45
CA,1,22,0,0,1,0,1,0,1,0,0,1.21,0,1,1,965,969,5
CA,1,23,0,0,0,0,1,1,0,0,0,3.4,0,1,1,482,544,60
CA,1,33,0,0,0,1,0,0,1,0,0,3.6,0,1,1,275,289,15
CA,1,51,0,0,1,0,1,1,0,0,0,8,1,1,1,512,534,20
CA,1,49,0,0,1,0,1,1,0,0,1,0.29,0,1,1,965,969,9
CA,1,57,0,0,1,0,1,1,0,0,1,8,0,1,1,392,439,45
CA,1,35,0,0,1,0,1,1,0,1,1,13,0,1,1,492,544,50
CA,1,53,0,0,1,0,1,1,0,0,1,11.8,0,1,1,392,414,20
CA,1,59,0,0,0,0,0,1,0,1,1,8.19,0,1,1,452,484,30
CA,1,60,0,0,1,0,0,1,0,0,0,2.3,0,1,1,1055,1084,30
CA,1,29,0,0,0,0,1,0,1,0,0,3.8,0,1,1,362,389,25
CA,1,39,1,0,0,0,0,1,0,1,1,8,0,1,1,452,484,30
CA,1,25,0,0,0,0,1,0,1,1,0,1.3,0,1,1,275,394,141
CA,1,37,1,0,0,0,0,1,0,1,1,7,0,1,1,452,474,20
CA,1,27,0,0,0,0,1,1,0,1,1,6.7,0,1,1,527,539,10
CA,1,40,0,0,1,0,1,1,0,0,0,3.4,0,1,1,275,304,30
CA,1,24,0,0,0,0,0,1,0,1,0,1.4,0,1,1,467,474,5
CA,1,47,0,0,0,0,1,0,1,1,0,9.4,0,1,1,392,414,20
CA,1,24,0,0,1,0,1,1,0,1,0,0.3,0,1,1,452,514,60
CA,1,46,0,0,1,0,0,1,0,1,1,4.7,0,1,1,512,559,45
CA,1,47,0,0,0,0,1,1,0,1,1,4.5,0,1,1,422,424,2
CA,1,35,1,0,0,0,0,1,0,0,1,1.3,0,1,1,542,564,20
CA,1,52,0,0,1,0,1,0,1,0,1,16,0,1,1,245,314,70
CA,1,46,0,0,1,0,1,1,0,1,0,8.32,0,1,1,422,454,30
CA,1,52,0,1,0,0,0,0,1,0,0,2.6,0,1,1,302,319,15
CA,1,41,0,0,1,0,1,1,0,1,1,7.2,0,1,1,337,414,75
CA,1,61,0,0,0,0,0,1,0,0,0,4.26,0,1,1,467,489,20
CA,1,56,0,0,0,0,1,0,1,0,1,27.2,0,1,1,362,404,40
CA,1,28,0,0,0,0,1,0,1,0,0,0.9,0,1,1,775,779,8
CA,1,46,0,0,0,0,1,0,1,0,1,2,0,1,1,482,499,15
CA,1,40,0,0,1,0,0,0,1,0,0,4,0,0,1,362,409,45
CA,1,58,0,1,0,0,0,0,1,0,1,10,0,1,1,302,349,45
CA,1,44,0,0,1,0,1,1,0,0,1,6,0,1,1,422,424,4
CA,1,25,0,0,1,0,1,0,1,0,0,1.8,1,1,1,845,854,10
CA,1,23,0,0,1,0,0,1,0,1,0,1.4,0,1,1,482,524,40
CA,1,43,0,0,1,0,1,0,1,0,0,4.38,0,1,1,302,324,20
CA,1,62,1,0,0,0,0,1,0,0,0,3,0,1,1,542,544,1
CA,1,68,0,0,0,0,1,0,1,1,0,10,0,1,1,532,539,5
CA,1,36,1,0,0,0,0,0,1,1,1,14,0,1,1,402,419,15
CA,1,29,0,0,0,0,1,1,0,0,1,2,0,0,1,635,649,15
CA,1,28,0,0,1,0,1,0,1,0,0,6,0,1,1,362,389,25
CA,1,26,0,0,0,0,1,0,1,0,0,3.5,0,1,1,482,504,20
CA,1,32,0,0,1,0,1,0,1,1,1,5.9,0,1,1,332,454,141
CA,1,54,0,0,0,0,1,1,0,1,1,18.3,0,1,1,482,494,10
CA,1,36,1,0,0,0,0,1,0,1,1,0.5,0,1,1,392,419,25
CA,1,39,1,0,0,0,0,0,1,1,1,10,0,1,1,572,579,5
CA,1,41,1,0,0,0,0,0,1,1,1,10,0,1,1,705,729,20
CA,1,50,0,0,1,0,1,0,1,0,1,2.1,1,1,1,332,364,30
CA,1,55,0,0,0,0,1,0,1,0,0,3.5,0,0,1,302,324,20
CA,1,63,0,0,0,0,1,0,1,1,1,12.3,0,1,1,407,439,30
CA,1,52,0,0,1,0,1,0,1,0,1,56.5,0,1,1,467,489,20
